"","V1","year","month","week","rank","difference","title","singer","album","like","dif","issue_date"
"27397",73,2019,11,2019-11-18,74,"하락","사월이 지나면 우리 헤어져요 (Beautiful goodbye)","첸 (CHEN)","사월, 그리고 꽃 - The 1st Mini Album",160642,-2,20190401
"27398",74,2019,11,2019-11-18,75,"하락","봄날","방탄소년단","YOU NEVER WALK ALONE",529735,-4,20170213
"27399",75,2019,11,2019-11-18,76,"하락","내 맘을 볼 수 있나요","헤이즈 (Heize)","호텔 델루나 OST Part.5",90721,-6,20190728
"27400",76,2019,11,2019-11-18,77,"하락","사람","지코 (ZICO)","THINKING Part.1",76981,-8,20190930
"27401",77,2019,11,2019-11-18,78,"하락","비","폴킴","비",276076,-5,20160621
"27402",78,2019,11,2019-11-18,79,"하락","을 (Feat. BIG Naughty (서동현))","기리보이","치명적인 맛보기 2곡",51237,-15,20191109
"27403",79,2019,11,2019-11-18,80,"하락","FANCY","TWICE (트와이스)","FANCY YOU",125592,-4,20190422
"27404",80,2019,11,2019-11-18,81,"하락","인사","멜로망스","인사",79470,-7,20190709
"27405",81,2019,11,2019-11-18,82,"하락","남겨짐에 대해 (Feat. 다운)","지코 (ZICO)","THINKING Part.2",36832,-16,20191108
"27406",83,2019,11,2019-11-18,84,"하락","호랑이소굴 (Feat. Jvcki Wai)","기리보이","호랑이소굴",61707,-6,20191013
"27407",85,2019,11,2019-11-18,86,"NEW","안녕이라는 말","송이한","안녕이라는 말",35063,0,20190325
"27408",86,2019,11,2019-11-18,87,"하락","사계 (하루살이)","엠씨더맥스 (M.C the MAX)","Circular",114917,-3,20190102
"27409",87,2019,11,2019-11-18,88,"상승","Lose You To Love Me","Selena Gomez","Lose You To Love Me",61109,6,20191023
"27410",88,2019,11,2019-11-18,89,"하락","Gravity","태연 (TAEYEON)","Purpose - The 2nd Album",49806,-14,20191028
"27411",90,2019,11,2019-11-18,91,"하락","Snapping","청하","Flourishing",104165,-8,20190624
"27412",91,2019,11,2019-11-18,92,"하락","날라리 (LALALAY)","선미","날라리 (LALALAY)",53283,-12,20190827
"27413",93,2019,11,2019-11-18,94,"하락","널 안지 않을 수 있어야지","첸 (CHEN)","사랑하는 그대에게 - The 2nd Mini Album",53332,-3,20191001
"27414",94,2019,11,2019-11-18,95,"하락","우린 결국 다시 만날 운명이었지 (Destiny)","마마무 (Mamamoo)","퀸덤 <FINAL 컴백 싱글>",32189,-5,20191025
"27415",95,2019,11,2019-11-18,96,"하락","낙서 (Feat. 백예린) (Prod. by WOOGIE)","펀치넬로 (punchnello)","낙서",38715,-17,20191111
"27416",96,2019,11,2019-11-18,97,"하락","가라사대","BewhY (비와이)","The Movie Star",80620,-12,20190725
"27417",97,2019,11,2019-11-18,98,"하락","이혼서류","기리보이","치명적인 맛보기 2곡",41829,-16,20191109
"27418",98,2019,11,2019-11-18,99,"하락","나빠(NAPPA)","Crush","나빠(NAPPA)",85938,-13,20190828
"27419",99,2019,11,2019-11-18,100,"NEW","everything i wanted","Billie Eilish","everything i wanted",52998,0,20191113
"27420",0,2019,11,2019-11-25,1,"동일","Blueming","아이유","Love poem",301730,0,20191118
"27421",1,2019,11,2019-11-25,2,"동일","늦은 밤 너의 집 앞 골목길에서","노을","늦은 밤 너의 집 앞 골목길에서",178290,0,20191107
"27422",2,2019,11,2019-11-25,3,"동일","Love poem","아이유","Love poem",296892,0,20191101
"27423",3,2019,11,2019-11-25,4,"상승","HIP","마마무 (Mamamoo)","reality in BLACK",133040,2,20191114
"27424",5,2019,11,2019-11-25,6,"하락","이 번호로 전화해줘","바이브","이 번호로 전화해줘",60033,-2,20191113
"27425",6,2019,11,2019-11-25,7,"동일","어떻게 이별까지 사랑하겠어, 널 사랑하는 거지","AKMU (악동뮤지션)","항해",342635,0,20190925
"27426",7,2019,11,2019-11-25,8,"상승","흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야","장범준","멜로가 체질 OST Part 3",284101,2,20190823
"27427",8,2019,11,2019-11-25,9,"하락","시간의 바깥","아이유","Love poem",124727,-4,20191101
"27428",9,2019,11,2019-11-25,10,"상승","새 사랑","송하예","새 사랑",89878,1,20191012
"27429",10,2019,11,2019-11-25,11,"하락","인기 (Feat. 송가인, 챈슬러)","MC몽","CHANNEL 8",76477,-2,20191025
"27430",11,2019,11,2019-11-25,12,"동일","조금 취했어 (Prod. 2soo)","임재현","조금 취했어",107150,0,20190924
"27431",12,2019,11,2019-11-25,13,"동일","사랑이란 멜로는 없어","전상근","사랑이란 멜로는 없어",120353,0,20190908
"27432",13,2019,11,2019-11-25,14,"동일","불티 (Spark)","태연 (TAEYEON)","Purpose - The 2nd Album",101335,0,20191028
"27433",14,2019,11,2019-11-25,15,"상승","있어줘요","장덕철","있어줘요",77887,1,20191009
"27434",15,2019,11,2019-11-25,16,"상승","오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)","마크툽 (MAKTUB)","Red Moon : To You My Light",234162,1,20190609
"27435",16,2019,11,2019-11-25,17,"상승","안녕","폴킴","호텔 델루나 OST Part.10",188805,2,20190812
"27436",17,2019,11,2019-11-25,18,"하락","unlucky","아이유","Love poem",105020,-10,20191118
"27437",18,2019,11,2019-11-25,19,"상승","시든 꽃에 물을 주듯","HYNN (박혜원)","시든 꽃에 물을 주듯",183563,1,20190331
"27438",20,2019,11,2019-11-25,21,"동일","니 소식","송하예","니 소식",181772,0,20190511
"27439",21,2019,11,2019-11-25,22,"동일","포장마차","황인욱","포장마차",137689,0,20190620
"27440",22,2019,11,2019-11-25,23,"상승","이별주","황인욱","이별주",55963,1,20191101
"27441",23,2019,11,2019-11-25,24,"하락","그 사람","아이유","Love poem",80021,-9,20191118
"27442",24,2019,11,2019-11-25,25,"동일","워커홀릭","볼빨간사춘기","Two Five",136452,0,20190910
"27443",26,2019,11,2019-11-25,27,"하락","2002","Anne-Marie","Speak Your Mind (Deluxe)",356584,-1,20180803
"27444",27,2019,11,2019-11-25,28,"하락","샤넬 (Feat. 박봄)","MC몽","CHANNEL 8",40288,-5,20191025
"27445",28,2019,11,2019-11-25,29,"하락","기억해줘요 내 모든 날과 그때를","거미","호텔 델루나 OST Part.7",141173,-1,20190804
"27446",29,2019,11,2019-11-25,30,"하락","자장가","아이유","Love poem",87603,-12,20191118
"27447",30,2019,11,2019-11-25,31,"하락","사랑에 연습이 있었다면 (Prod. 2soo)","임재현","사랑에 연습이 있었다면",204339,-1,20180925
"27448",32,2019,11,2019-11-25,33,"하락","가을밤 떠난 너","케이시 (Kassy)","Rewind",99357,-4,20190905
"27449",33,2019,11,2019-11-25,34,"하락","사랑이 식었다고 말해도 돼","먼데이 키즈 (Monday Kiz)","사랑이 식었다고 말해도 돼",111576,-2,20190527
"27450",34,2019,11,2019-11-25,35,"동일","다시 만날까 봐","V.O.S","다시 만날까 봐",81778,0,20190901
"27451",38,2019,11,2019-11-25,39,"하락","LION","(여자)아이들","퀸덤 <FINAL 컴백 싱글>",91195,-6,20191025
"27452",39,2019,11,2019-11-25,40,"하락","작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)","방탄소년단","MAP OF THE SOUL : PERSONA",413115,-3,20190412
"27453",41,2019,11,2019-11-25,42,"하락","bad guy","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",244887,-1,20190329
"27454",42,2019,11,2019-11-25,43,"NEW","Obsession","EXO","OBSESSION - The 6th Album",120608,0,20191127
"27455",43,2019,11,2019-11-25,44,"하락","헤어지자 (Prod. 정키)","휘인 (Whee In)","soar",106483,-4,20190904
"27456",44,2019,11,2019-11-25,45,"하락","그대라는 시","태연 (TAEYEON)","호텔 델루나 OST Part.3",186246,-2,20190721
"27457",46,2019,11,2019-11-25,47,"하락","떨어지는 낙엽까지도","헤이즈 (Heize)","만추",50111,-8,20191013
"27458",47,2019,11,2019-11-25,48,"하락","너를 만나","폴킴","너를 만나",285367,-1,20181029
"27459",48,2019,11,2019-11-25,49,"하락","Feel Special","TWICE (트와이스)","Feel Special",96145,-5,20190923
"27460",49,2019,11,2019-11-25,50,"상승","영화 속에 나오는 주인공처럼","펀치 (Punch)","동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.6",53255,5,20191031
"27461",50,2019,11,2019-11-25,51,"하락","사계 (Four Seasons)","태연 (TAEYEON)","사계 (Four Seasons)",227747,-2,20190324
"27462",51,2019,11,2019-11-25,52,"하락","5월의 밤","Zion.T","5월의 밤",43574,-10,20191106
"27463",52,2019,11,2019-11-25,53,"하락","이별은 늘 그렇게 (Duet. 정은지)","허각","이별은 늘 그렇게",31529,-7,20191031
"27464",53,2019,11,2019-11-25,54,"하락","꿈속에 너 (Feat. 전상근)","에이치코드 (H:CODE)","두 번째 이야기",85385,-4,20160330
"27465",54,2019,11,2019-11-25,55,"하락","Paris In The Rain","Lauv","I met you when I was 18. (the playlist)",248550,-2,20181008
"27466",55,2019,11,2019-11-25,56,"하락","벗","닐로(Nilo)","벗",62444,-5,20190826
"27467",56,2019,11,2019-11-25,57,"하락","헤어져줘서 고마워","벤","헤어져줘서 고마워",125822,-5,20190703
"27468",57,2019,11,2019-11-25,58,"하락","우리 어떻게 할까요","첸 (CHEN)","사랑하는 그대에게 - The 2nd Mini Album",94537,-10,20191001
"27469",59,2019,11,2019-11-25,60,"하락","나의 어깨에 기대어요","10CM","호텔 델루나 OST Part.2",100792,-1,20190720
"27470",60,2019,11,2019-11-25,61,"동일","솔직하게 말해서 나","김나영","솔직하게 말해서 나",132420,0,20190609
"27471",61,2019,11,2019-11-25,62,"하락","이별행동","이우","이별행동",48708,-2,20191006
"27472",62,2019,11,2019-11-25,63,"하락","그때가 좋았어","케이시 (Kassy)","그때가 좋았어",211229,-1,20181231
"27473",63,2019,11,2019-11-25,64,"하락","천둥벌거숭이 (Feat. Jvcki Wai, 염따)","지코 (ZICO)","THINKING Part.1",60839,-8,20190930
"27474",64,2019,11,2019-11-25,65,"하락","내 생애 가장 행복한 시간 Part.2 (Feat. 양다일)","MC몽","CHANNEL 8",23554,-11,20191025
"27475",66,2019,11,2019-11-25,67,"하락","너에게 못했던 내 마지막 말은","다비치","너에게 못했던 내 마지막 말은",139796,-3,20190517
"27476",67,2019,11,2019-11-25,68,"NEW","All I Want For Christmas Is You","Mariah Carey","Merry Christmas (Deluxe Anniversary Edition)",172608,0,20191101
"27477",68,2019,11,2019-11-25,69,"하락","노래방에서","장범준","장범준 3집",187262,-4,20190321
"27478",69,2019,11,2019-11-25,70,"하락","주저하는 연인들을 위해","잔나비","전설",288119,-2,20190313
"27479",70,2019,11,2019-11-25,71,"NEW","날 보러 와요 (Come See Me)","AOA","NEW MOON",47783,0,20191126
"27480",71,2019,11,2019-11-25,72,"하락","FLOWER SHOWER","현아","FLOWER SHOWER",35584,-9,20191105
"27481",72,2019,11,2019-11-25,73,"하락","내 목소리 들리니","벤","호텔 델루나 OST Part.9",67340,-7,20190811
"27482",73,2019,11,2019-11-25,74,"하락","Believer","Imagine Dragons","Evolve",182729,-2,20180222
"27483",74,2019,11,2019-11-25,75,"동일","봄날","방탄소년단","YOU NEVER WALK ALONE",529735,0,20170213
"27484",75,2019,11,2019-11-25,76,"상승","안녕이라는 말","송이한","안녕이라는 말",35063,10,20190325
"27485",76,2019,11,2019-11-25,77,"하락","내 안부","이우","내 안부",59584,-8,20190716
"27486",77,2019,11,2019-11-25,78,"하락","Done For Me","펀치 (Punch)","호텔 델루나 OST Part.12",94882,-11,20190818
"27487",78,2019,11,2019-11-25,79,"하락","사월이 지나면 우리 헤어져요 (Beautiful goodbye)","첸 (CHEN)","사월, 그리고 꽃 - The 1st Mini Album",160642,-5,20190401
"27488",79,2019,11,2019-11-25,80,"하락","비","폴킴","비",276076,-2,20160621
"27489",81,2019,11,2019-11-25,82,"NEW","끝난 사이","보라미유","끝난 사이",28252,0,20191124
"27490",82,2019,11,2019-11-25,83,"NEW","맵고짜고단거 (Feat. 페노메코)","다이나믹 듀오","OFF DUTY",24897,0,20191126
"27491",83,2019,11,2019-11-25,84,"하락","운명이 내게 말해요","헤이즈 (Heize)","동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.9",21933,-13,20191113
"27492",84,2019,11,2019-11-25,85,"하락","사람","지코 (ZICO)","THINKING Part.1",76981,-8,20190930
"27493",85,2019,11,2019-11-25,86,"NEW","우리 왜 헤어져야 해","신예영","우리 왜 헤어져야 해",105386,0,20191120
"27494",86,2019,11,2019-11-25,87,"하락","내 맘을 볼 수 있나요","헤이즈 (Heize)","호텔 델루나 OST Part.5",90721,-11,20190728
"27495",88,2019,11,2019-11-25,89,"하락","FANCY","TWICE (트와이스)","FANCY YOU",125592,-9,20190422
"27496",89,2019,11,2019-11-25,90,"NEW","마음","폴킴","마음",30047,0,20191129
"27497",91,2019,11,2019-11-25,92,"NEW","Santa Tell Me","Ariana Grande","Santa Tell Me",185826,0,20141124
"27498",92,2019,11,2019-11-25,93,"하락","인사","멜로망스","인사",79470,-12,20190709
"27499",93,2019,11,2019-11-25,94,"하락","을 (Feat. BIG Naughty (서동현))","기리보이","치명적인 맛보기 2곡",51237,-15,20191109
"27500",94,2019,11,2019-11-25,95,"하락","축제","멜로망스","축제",18357,-22,20191106
"27501",95,2019,11,2019-11-25,96,"하락","Lose You To Love Me","Selena Gomez","Lose You To Love Me",61109,-8,20191023
"27502",97,2019,11,2019-11-25,98,"하락","호랑이소굴 (Feat. Jvcki Wai)","기리보이","호랑이소굴",61707,-14,20191013
"27503",98,2019,11,2019-11-25,99,"하락","사계 (하루살이)","엠씨더맥스 (M.C the MAX)","Circular",114917,-12,20190102
"27504",0,2019,12,2019-12-02,1,"동일","Blueming","아이유","Love poem",301730,0,20191118
"27505",1,2019,12,2019-12-02,2,"동일","늦은 밤 너의 집 앞 골목길에서","노을","늦은 밤 너의 집 앞 골목길에서",178290,0,20191107
"27506",2,2019,12,2019-12-02,3,"NEW","나의 오랜 연인에게","다비치","나의 오랜 연인에게",80120,0,20191203
"27507",5,2019,12,2019-12-02,6,"하락","Love poem","아이유","Love poem",296892,-3,20191101
"27508",6,2019,12,2019-12-02,7,"하락","HIP","마마무 (Mamamoo)","reality in BLACK",133040,-3,20191114
"27509",7,2019,12,2019-12-02,8,"하락","어떻게 이별까지 사랑하겠어, 널 사랑하는 거지","AKMU (악동뮤지션)","항해",342635,-1,20190925
"27510",8,2019,12,2019-12-02,9,"하락","이 번호로 전화해줘","바이브","이 번호로 전화해줘",60033,-3,20191113
"27511",9,2019,12,2019-12-02,10,"NEW","십이월 이십오일의 고백","정승환","십이월 이십오일의 고백",71104,0,20191205
"27512",10,2019,12,2019-12-02,11,"하락","흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야","장범준","멜로가 체질 OST Part 3",284101,-3,20190823
"27513",11,2019,12,2019-12-02,12,"동일","조금 취했어 (Prod. 2soo)","임재현","조금 취했어",107150,0,20190924
"27514",12,2019,12,2019-12-02,13,"하락","새 사랑","송하예","새 사랑",89878,-3,20191012
"27515",13,2019,12,2019-12-02,14,"하락","인기 (Feat. 송가인, 챈슬러)","MC몽","CHANNEL 8",76477,-3,20191025
"27516",14,2019,12,2019-12-02,15,"하락","시간의 바깥","아이유","Love poem",124727,-6,20191101
"27517",16,2019,12,2019-12-02,17,"하락","사랑이란 멜로는 없어","전상근","사랑이란 멜로는 없어",120353,-4,20190908
"27518",17,2019,12,2019-12-02,18,"하락","안녕","폴킴","호텔 델루나 OST Part.10",188805,-1,20190812
"27519",19,2019,12,2019-12-02,20,"하락","오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)","마크툽 (MAKTUB)","Red Moon : To You My Light",234162,-4,20190609
"27520",20,2019,12,2019-12-02,21,"하락","있어줘요","장덕철","있어줘요",77887,-6,20191009
"27521",21,2019,12,2019-12-02,22,"하락","불티 (Spark)","태연 (TAEYEON)","Purpose - The 2nd Album",101335,-8,20191028
"27522",22,2019,12,2019-12-02,23,"하락","시든 꽃에 물을 주듯","HYNN (박혜원)","시든 꽃에 물을 주듯",183563,-4,20190331
"27523",23,2019,12,2019-12-02,24,"하락","unlucky","아이유","Love poem",105020,-6,20191118
"27524",24,2019,12,2019-12-02,25,"상승","Obsession","EXO","OBSESSION - The 6th Album",120608,18,20191127
"27525",25,2019,12,2019-12-02,26,"하락","이별주","황인욱","이별주",55963,-3,20191101
"27526",26,2019,12,2019-12-02,27,"하락","포장마차","황인욱","포장마차",137689,-5,20190620
"27527",27,2019,12,2019-12-02,28,"하락","니 소식","송하예","니 소식",181772,-7,20190511
"27528",28,2019,12,2019-12-02,29,"상승","All I Want For Christmas Is You","Mariah Carey","Merry Christmas (Deluxe Anniversary Edition)",172608,39,20191101
"27529",29,2019,12,2019-12-02,30,"하락","2002","Anne-Marie","Speak Your Mind (Deluxe)",356584,-3,20180803
"27530",32,2019,12,2019-12-02,33,"하락","워커홀릭","볼빨간사춘기","Two Five",136452,-8,20190910
"27531",33,2019,12,2019-12-02,34,"상승","다시 만날까 봐","V.O.S","다시 만날까 봐",81778,1,20190901
"27532",34,2019,12,2019-12-02,35,"하락","기억해줘요 내 모든 날과 그때를","거미","호텔 델루나 OST Part.7",141173,-6,20190804
"27533",35,2019,12,2019-12-02,36,"상승","작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)","방탄소년단","MAP OF THE SOUL : PERSONA",413115,4,20190412
"27534",36,2019,12,2019-12-02,37,"하락","사랑에 연습이 있었다면 (Prod. 2soo)","임재현","사랑에 연습이 있었다면",204339,-6,20180925
"27535",38,2019,12,2019-12-02,39,"하락","사랑이 식었다고 말해도 돼","먼데이 키즈 (Monday Kiz)","사랑이 식었다고 말해도 돼",111576,-5,20190527
"27536",40,2019,12,2019-12-02,41,"하락","샤넬 (Feat. 박봄)","MC몽","CHANNEL 8",40288,-13,20191025
"27537",41,2019,12,2019-12-02,42,"상승","Santa Tell Me","Ariana Grande","Santa Tell Me",185826,50,20141124
"27538",42,2019,12,2019-12-02,43,"하락","그 사람","아이유","Love poem",80021,-19,20191118
"27539",43,2019,12,2019-12-02,44,"하락","가을밤 떠난 너","케이시 (Kassy)","Rewind",99357,-11,20190905
"27540",45,2019,12,2019-12-02,46,"하락","bad guy","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",244887,-4,20190329
"27541",47,2019,12,2019-12-02,48,"하락","자장가","아이유","Love poem",87603,-18,20191118
"27542",48,2019,12,2019-12-02,49,"하락","LION","(여자)아이들","퀸덤 <FINAL 컴백 싱글>",91195,-10,20191025
"27543",50,2019,12,2019-12-02,51,"하락","헤어지자 (Prod. 정키)","휘인 (Whee In)","soar",106483,-7,20190904
"27544",51,2019,12,2019-12-02,52,"하락","너를 만나","폴킴","너를 만나",285367,-4,20181029
"27545",52,2019,12,2019-12-02,53,"하락","그대라는 시","태연 (TAEYEON)","호텔 델루나 OST Part.3",186246,-8,20190721
"27546",53,2019,12,2019-12-02,54,"NEW","FEVER (Feat. 수퍼비, BIBI)","박진영","FEVER",22572,0,20191201
"27547",54,2019,12,2019-12-02,55,"하락","Feel Special","TWICE (트와이스)","Feel Special",96145,-6,20190923
"27548",55,2019,12,2019-12-02,56,"하락","떨어지는 낙엽까지도","헤이즈 (Heize)","만추",50111,-9,20191013
"27549",56,2019,12,2019-12-02,57,"NEW","잘 살고 있다","V.O.S","잘 살고 있다",34709,0,20191202
"27550",58,2019,12,2019-12-02,59,"하락","사계 (Four Seasons)","태연 (TAEYEON)","사계 (Four Seasons)",227747,-8,20190324
"27551",59,2019,12,2019-12-02,60,"하락","영화 속에 나오는 주인공처럼","펀치 (Punch)","동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.6",53255,-10,20191031
"27552",60,2019,12,2019-12-02,61,"하락","꿈속에 너 (Feat. 전상근)","에이치코드 (H:CODE)","두 번째 이야기",85385,-7,20160330
"27553",61,2019,12,2019-12-02,62,"NEW","METEOR","창모 (CHANGMO)","Boyhood",257109,0,20191129
"27554",62,2019,12,2019-12-02,63,"상승","마음","폴킴","마음",30047,27,20191129
"27555",63,2019,12,2019-12-02,64,"하락","Paris In The Rain","Lauv","I met you when I was 18. (the playlist)",248550,-9,20181008
"27556",64,2019,12,2019-12-02,65,"NEW","Snowman","Sia","Everyday Is Christmas (Deluxe)",171025,0,20181105
"27557",65,2019,12,2019-12-02,66,"상승","날 보러 와요 (Come See Me)","AOA","NEW MOON",47783,5,20191126
"27558",66,2019,12,2019-12-02,67,"하락","벗","닐로(Nilo)","벗",62444,-11,20190826
"27559",68,2019,12,2019-12-02,69,"하락","이별은 늘 그렇게 (Duet. 정은지)","허각","이별은 늘 그렇게",31529,-16,20191031
"27560",69,2019,12,2019-12-02,70,"하락","헤어져줘서 고마워","벤","헤어져줘서 고마워",125822,-13,20190703
"27561",70,2019,12,2019-12-02,71,"하락","너에게 못했던 내 마지막 말은","다비치","너에게 못했던 내 마지막 말은",139796,-4,20190517
"27562",71,2019,12,2019-12-02,72,"NEW","제설","기리보이","치명적인 앨범 Ⅲ",35219,0,20191202
"27563",73,2019,12,2019-12-02,74,"하락","우리 어떻게 할까요","첸 (CHEN)","사랑하는 그대에게 - The 2nd Mini Album",94537,-16,20191001
"27564",74,2019,12,2019-12-02,75,"하락","솔직하게 말해서 나","김나영","솔직하게 말해서 나",132420,-14,20190609
"27565",75,2019,12,2019-12-02,76,"하락","나의 어깨에 기대어요","10CM","호텔 델루나 OST Part.2",100792,-16,20190720
"27566",76,2019,12,2019-12-02,77,"하락","이별행동","이우","이별행동",48708,-15,20191006
"27567",77,2019,12,2019-12-02,78,"하락","봄날","방탄소년단","YOU NEVER WALK ALONE",529735,-3,20170213
"27568",78,2019,12,2019-12-02,79,"하락","5월의 밤","Zion.T","5월의 밤",43574,-27,20191106
"27569",79,2019,12,2019-12-02,80,"하락","주저하는 연인들을 위해","잔나비","전설",288119,-10,20190313
"27570",80,2019,12,2019-12-02,81,"NEW","Trouble","EXO","OBSESSION - The 6th Album",57705,0,20191127
"27571",81,2019,12,2019-12-02,82,"하락","그때가 좋았어","케이시 (Kassy)","그때가 좋았어",211229,-19,20181231
"27572",82,2019,12,2019-12-02,83,"하락","천둥벌거숭이 (Feat. Jvcki Wai, 염따)","지코 (ZICO)","THINKING Part.1",60839,-19,20190930
"27573",84,2019,12,2019-12-02,85,"NEW","와츠롱 (Feat. YUNHWAY)","기리보이","치명적인 앨범 Ⅲ",31253,0,20191202
"27574",85,2019,12,2019-12-02,86,"하락","내 생애 가장 행복한 시간 Part.2 (Feat. 양다일)","MC몽","CHANNEL 8",23554,-21,20191025
"27575",86,2019,12,2019-12-02,87,"하락","안녕이라는 말","송이한","안녕이라는 말",35063,-11,20190325
"27576",87,2019,12,2019-12-02,88,"하락","우리 왜 헤어져야 해","신예영","우리 왜 헤어져야 해",105386,-2,20191120
"27577",88,2019,12,2019-12-02,89,"하락","노래방에서","장범준","장범준 3집",187262,-20,20190321
"27578",90,2019,12,2019-12-02,91,"NEW","춤 (Groove)","EXO","OBSESSION - The 6th Album",55327,0,20191127
"27579",91,2019,12,2019-12-02,92,"하락","맵고짜고단거 (Feat. 페노메코)","다이나믹 듀오","OFF DUTY",24897,-9,20191126
"27580",94,2019,12,2019-12-02,95,"NEW","지킬 (Jekyll)","EXO","OBSESSION - The 6th Album",52846,0,20191127
"27581",95,2019,12,2019-12-02,96,"NEW","나비효과 (Butterfly Effect)","EXO","OBSESSION - The 6th Album",58359,0,20191127
"27582",96,2019,12,2019-12-02,97,"하락","Believer","Imagine Dragons","Evolve",182729,-23,20180222
"27583",97,2019,12,2019-12-02,98,"하락","내 목소리 들리니","벤","호텔 델루나 OST Part.9",67340,-25,20190811
"27584",98,2019,12,2019-12-02,99,"하락","비","폴킴","비",276076,-19,20160621
"27585",99,2019,12,2019-12-02,100,"NEW","Alone","Crush","From Midnight To Sunrise",32288,0,20191205
"27586",1,2019,12,2019-12-09,2,"하락","Blueming","아이유","Love poem",301730,-1,20191118
"27587",3,2019,12,2019-12-09,4,"하락","늦은 밤 너의 집 앞 골목길에서","노을","늦은 밤 너의 집 앞 골목길에서",178290,-2,20191107
"27588",4,2019,12,2019-12-09,5,"하락","나의 오랜 연인에게","다비치","나의 오랜 연인에게",80120,-2,20191203
"27589",7,2019,12,2019-12-09,8,"상승","십이월 이십오일의 고백","정승환","십이월 이십오일의 고백",71104,2,20191205
"27590",8,2019,12,2019-12-09,9,"하락","Love poem","아이유","Love poem",296892,-3,20191101
"27591",9,2019,12,2019-12-09,10,"하락","HIP","마마무 (Mamamoo)","reality in BLACK",133040,-3,20191114
"27592",11,2019,12,2019-12-09,12,"하락","어떻게 이별까지 사랑하겠어, 널 사랑하는 거지","AKMU (악동뮤지션)","항해",342635,-4,20190925
"27593",12,2019,12,2019-12-09,13,"하락","흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야","장범준","멜로가 체질 OST Part 3",284101,-2,20190823
"27594",13,2019,12,2019-12-09,14,"하락","이 번호로 전화해줘","바이브","이 번호로 전화해줘",60033,-5,20191113
"27595",14,2019,12,2019-12-09,15,"하락","조금 취했어 (Prod. 2soo)","임재현","조금 취했어",107150,-3,20190924
"27596",15,2019,12,2019-12-09,16,"하락","새 사랑","송하예","새 사랑",89878,-3,20191012
"27597",16,2019,12,2019-12-09,17,"하락","인기 (Feat. 송가인, 챈슬러)","MC몽","CHANNEL 8",76477,-3,20191025
"27598",17,2019,12,2019-12-09,18,"하락","사랑이란 멜로는 없어","전상근","사랑이란 멜로는 없어",120353,-1,20190908
"27599",19,2019,12,2019-12-09,20,"하락","안녕","폴킴","호텔 델루나 OST Part.10",188805,-2,20190812
"27600",20,2019,12,2019-12-09,21,"하락","오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)","마크툽 (MAKTUB)","Red Moon : To You My Light",234162,-1,20190609
"27601",21,2019,12,2019-12-09,22,"하락","시간의 바깥","아이유","Love poem",124727,-7,20191101
"27602",22,2019,12,2019-12-09,23,"상승","METEOR","창모 (CHANGMO)","Boyhood",257109,39,20191129
"27603",23,2019,12,2019-12-09,24,"하락","있어줘요","장덕철","있어줘요",77887,-3,20191009
"27604",24,2019,12,2019-12-09,25,"동일","Obsession","EXO","OBSESSION - The 6th Album",120608,0,20191127
"27605",25,2019,12,2019-12-09,26,"상승","All I Want For Christmas Is You","Mariah Carey","Merry Christmas (Deluxe Anniversary Edition)",172608,3,20191101
"27606",26,2019,12,2019-12-09,27,"하락","불티 (Spark)","태연 (TAEYEON)","Purpose - The 2nd Album",101335,-5,20191028
"27607",27,2019,12,2019-12-09,28,"하락","시든 꽃에 물을 주듯","HYNN (박혜원)","시든 꽃에 물을 주듯",183563,-5,20190331
"27608",28,2019,12,2019-12-09,29,"상승","Santa Tell Me","Ariana Grande","Santa Tell Me",185826,13,20141124
"27609",30,2019,12,2019-12-09,31,"하락","포장마차","황인욱","포장마차",137689,-4,20190620
"27610",31,2019,12,2019-12-09,32,"하락","이별주","황인욱","이별주",55963,-6,20191101
"27611",32,2019,12,2019-12-09,33,"하락","니 소식","송하예","니 소식",181772,-5,20190511
"27612",33,2019,12,2019-12-09,34,"하락","2002","Anne-Marie","Speak Your Mind (Deluxe)",356584,-4,20180803
"27613",34,2019,12,2019-12-09,35,"하락","다시 만날까 봐","V.O.S","다시 만날까 봐",81778,-1,20190901
"27614",35,2019,12,2019-12-09,36,"동일","작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)","방탄소년단","MAP OF THE SOUL : PERSONA",413115,0,20190412
"27615",37,2019,12,2019-12-09,38,"하락","워커홀릭","볼빨간사춘기","Two Five",136452,-5,20190910
"27616",38,2019,12,2019-12-09,39,"하락","기억해줘요 내 모든 날과 그때를","거미","호텔 델루나 OST Part.7",141173,-4,20190804
