"","V1","year","month","week","rank","difference","title","singer","album","like","dif","issue_date"
"4224",52,2013,5,2013-05-06,53,"하락","굿바이 (With 소유 Of 씨스타)","홍대광","멀어진다",29611,-19,20130419
"4225",54,2013,5,2013-05-06,55,"하락","눈물샤워 (Feat. 에일리)","배치기","4집 Part.2",97143,-8,20130114
"4226",56,2013,5,2013-05-06,57,"하락","둘이서 한잔해","다비치","Mystic Ballad Part.2",26984,-13,20130318
"4227",58,2013,5,2013-05-06,59,"상승","차 마실래?","헬로비너스","3rd Mini Album (차 마실래?)",25988,3,20130502
"4228",59,2013,5,2013-05-06,60,"NEW","사랑이 어색해","애즈원","사랑이 어색해",8109,0,20130508
"4229",61,2013,5,2013-05-06,62,"하락","VIVA청춘","딕펑스 (DICKPUNKS)","Viva Primavera",53898,-24,20130425
"4230",62,2013,5,2013-05-06,63,"하락","그냥 조금","어반자카파","나인 OST Part 4",21198,-18,20130415
"4231",63,2013,5,2013-05-06,64,"하락","Man In Love (남자가 사랑할때)","인피니트","New Challenge",66246,-14,20130321
"4232",64,2013,5,2013-05-06,65,"하락","? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)","프라이머리","Primary And The Messengers LP",123641,-4,20121031
"4233",65,2013,5,2013-05-06,66,"하락","이게 사랑이 아니면 (Feat. 에일리)","버벌진트","이게 사랑이 아니면",47767,-11,20130221
"4234",66,2013,5,2013-05-06,67,"하락","그대로 있어도 돼 (Feat. Crush)","Supreme Team","Thanks 4 The Wait",51603,-14,20130319
"4235",67,2013,5,2013-05-06,68,"하락","어느 봄날","2AM","어느 봄날",35623,-17,20130305
"4236",70,2013,5,2013-05-06,71,"하락","안녕 나야","포맨","The 5th Album Vol.1 (실화)",55110,-12,20130128
"4237",71,2013,5,2013-05-06,72,"하락","긴 생머리 그녀 (Miss Right)","틴탑","No.1",34208,-16,20130225
"4238",72,2013,5,2013-05-06,73,"하락","사랑은 은하수 다방에서","AKMU (악동뮤지션)","SBS K팝 스타 시즌2 TOP 4",30030,-16,20130324
"4239",73,2013,5,2013-05-06,74,"하락","꿈에서라도","지아","장옥정, 사랑에 살다 OST Part.2",9187,-26,20130423
"4240",74,2013,5,2013-05-06,75,"하락","1440","허각","LITTLE GIANT",52182,-10,20130205
"4241",75,2013,5,2013-05-06,76,"하락","집앞에서 (전화 받지 마 Pt. 2) (Feat. Crucial Star)","긱스 (Geeks)","Backpack",20501,-30,20130429
"4242",76,2013,5,2013-05-06,77,"하락","씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)","프라이머리","Primary And The Messengers LP",95867,-2,20121031
"4243",77,2013,5,2013-05-06,78,"하락","Call Me Maybe","Carly Rae Jepsen","Call Me Maybe",116986,-7,20120330
"4244",78,2013,5,2013-05-06,79,"하락","모르시나요","다비치","아이리스Ⅱ OST Part 1",29733,-15,20130213
"4245",79,2013,5,2013-05-06,80,"하락","사랑이 아프다","이상곤 (노을)","구가의 서 OST Part.2",16730,-10,20130409
"4246",82,2013,5,2013-05-06,83,"하락","Tell Me Tell Me","레인보우","Rainbow Syndrome",29573,-9,20130213
"4247",83,2013,5,2013-05-06,84,"하락","이별극장","가비엔제이","이별극장",7149,-21,20130419
"4248",84,2013,5,2013-05-06,85,"하락","그대가 그대를","이예준","보이스코리아2 Part 6",12165,-5,20130424
"4249",88,2013,5,2013-05-06,89,"상승","멀리서 안부","윤하 (YOUNHA)","직장의 신 OST Part.2",22433,4,20130409
"4250",89,2013,5,2013-05-06,90,"하락","라면인건가","AKMU (악동뮤지션)","SBS K팝 스타 시즌2 TOP 10 (1회)",44080,-11,20130217
"4251",90,2013,5,2013-05-06,91,"상승","Bounce","조용필","Hello",40794,7,20130423
"4252",91,2013,5,2013-05-06,92,"하락","She (Feat. Beenzino)","Zion.T","Red Light",32239,-4,20130409
"4253",92,2013,5,2013-05-06,93,"하락","비가오네 (Feat. 박수민)","긱스 (Geeks)","Backpack",27842,-35,20130429
"4254",93,2013,5,2013-05-06,94,"하락","나쁜여자","레이디스 코드","CODE#01 나쁜여자",28205,-12,20130307
"4255",94,2013,5,2013-05-06,95,"하락","너는 나를 (Feat. 조현아 Of 어반자카파)","김진표","5 Break-Up Stories",23307,-8,20130329
"4256",96,2013,5,2013-05-06,97,"NEW","사랑을 말해요","럼블피쉬","금 나와라 뚝딱! OST Part.2",1862,0,20130504
"4257",97,2013,5,2013-05-06,98,"하락","Ma Boy 3 (Feat. 나나 Of 오렌지캬라멜)","일렉트로보이즈","In Love",10234,-20,20130402
"4258",98,2013,5,2013-05-06,99,"NEW","후두두둑","버블 시스터즈","후두두둑",2075,0,20130503
"4259",99,2013,5,2013-05-06,100,"NEW","괜찮습니다","옥상달빛","Where",6563,0,20130506
"4260",0,2013,5,2013-05-13,1,"상승","이름이 뭐예요?","4minute","Name Is 4minute",52008,2,20130426
"4261",1,2013,5,2013-05-13,2,"동일","봄봄봄","로이킴","봄봄봄",130331,0,20130422
"4262",2,2013,5,2013-05-13,3,"하락","미스코리아","이효리","MONOCHROME",41031,-2,20130521
"4263",4,2013,5,2013-05-13,5,"상승","I Love You","AKMU (악동뮤지션)","내 연애의 모든 것 OST Part.3",92069,1,20130424
"4264",5,2013,5,2013-05-13,6,"하락","꼭 한번 만나고 싶다","바이브","Organic Sound",46346,-2,20130515
"4265",6,2013,5,2013-05-13,7,"하락","GENTLEMAN","싸이 (PSY)","GENTLEMAN",105898,-2,20130412
"4266",7,2013,5,2013-05-13,8,"동일","YooHoo (유후)","시크릿","Letter From Secret",31862,0,20130430
"4267",8,2013,5,2013-05-13,9,"상승","Wash Away (Feat. 에일리)","긱스 (Geeks)","Backpack",69797,3,20130429
"4268",9,2013,5,2013-05-13,10,"하락","Bounce","조용필","Bounce",67693,-1,20130416
"4269",10,2013,5,2013-05-13,11,"NEW","이 나이 먹도록","바이브","Organic Sound",26412,0,20130515
"4270",11,2013,5,2013-05-13,12,"하락","오늘 밤 (Feat. 배치기)","린","8th #1 유리 심장",51934,-2,20130426
"4271",13,2013,5,2013-05-13,14,"동일","녹는 중 (Feat. 버벌진트)","다비치","녹는 중",59629,0,20130401
"4272",14,2013,5,2013-05-13,15,"동일","우리가 헤어진 진짜 이유","윤하 (YOUNHA)","Just Listen",76129,0,20130502
"4273",16,2013,5,2013-05-13,17,"상승","헬로","유승우","첫번째 소풍",18276,2,20130508
"4274",17,2013,5,2013-05-13,18,"상승","거북이","다비치","Mystic Ballad Part.1",93326,2,20130304
"4275",18,2013,5,2013-05-13,19,"하락","어때 (Feat. 하림)","긱스 (Geeks)","어때",57569,-1,20130403
"4276",19,2013,5,2013-05-13,20,"상승","유리 심장 (Feat. 용준형 Of 비스트)","린","8th #1 유리 심장",38495,1,20130426
"4277",20,2013,5,2013-05-13,21,"하락","나를 잊지말아요","수지 (SUZY)","구가의 서 OST Part.5",29038,-4,20130506
